userName;score;content;Layanan;Fitur;Kebermanfaatan;Bisnis;Non Aspek
Marinamaria Pesik;3;Belanja di sini emang bagus tapi harus hati-hati klo mau beli barang dll karena banyak tokoh yg jual produk palsu;0;0;0;1;0
romel najoan;5;Menjadikan semua lebih mudah dan gampang...;0;0;1;0;0
urutan angka;1;KECEWA BANGET!! CUKUP SEKALI PAKAI BUKALAPAK! Udah tau ada toko pelapak penipuan, nggak malah di bantu buka blokiran chat, malah toko pelapak di blokir selama nya sama bukalapak, terus saldo saya gimanaaa? Saya disini korban, harusnya pihak BL membantu dan tidak mempersulit pembeli untuk menghubungi penjual yang tidak bertanggung jawab, bukan malah di blokir permanen toko tanpa adanya solusi dan tindak lanjut untuk pembeli yang menjadi korban. Baru pertama kali pakai BL sudah di buat trauma💔;0;0;0;-1;0
wawang tea;3;tolong bukalapak kurir COD jangan cuma SICEPAT yg kerjanya lambat, bahkan kurir terlambat saat ini adalaaaah.? siiiiceeeepaaaaaaaatttt.....!!! pake dong pilihan kurir COD yg lain.!;0;0;0;-1;0
B Ardian;5;Bukalapak sangat bagus Sy suka. Selain tempat untuk berbelanja di Bukalapak kita juga bisa berinvestasi. Sudah gitu sekarang di Bukalapak semakin tambah banyak voucher-voucher menarik dan gratis ongkir. Sukses selalu untuk Bukalapak dan tim terkait yg ada didalamnya. Semoga semakin tambah maju dan terus berkembang. Terimakasih;0;1;0;0;1
krisna kantoni;5;sangat membantu,mudah di gunakan.dan dapat di mengerti;0;0;1;0;0
Budiman Emboz;5;Masih yg terbaik masalah pengiriman..tapi kadang ada toko yg agak lambat dalam memproses barang pesanan.;0;0;0;1;0
Renhart;1;Bukalapak sekarang banyak main nipu buat ambil duit konsumen. Barang saya ditolak expedisi masa ongkirnya tetap kepotong dgn alasan seller dah kirim brg. Sedangkan brg blm sampai minimal di daerah saya. Mana ongkir 2 brg sampe 400rb. Mari stop pake bukalapak, udah gak bener lagi arahnya ini mah.;0;0;0;-1;0
Vina art;3;Tolong lebih di per perbayak untuk penjual yg bisa COD, setiap pilih barang yg kita mau byk yg ga bisa bayar lewat cod, harus tnsper atau ke conter🥺🙏;0;0;0;0;-1
Rudy Ca82;5;Sangat mudah dan nyaman bertransaksi;1;0;1;0;0
Daryat Sudrajat;5;Buka lapak terbaik pengiriman cepat dan seller cepat respon.puaaas Makasih BL n seller juga kurir nya sopan;0;0;0;1;0
Eli Rumiyati;1;Dari thn 2018 gunakan akun ini tuk dagang.. lancar.. Trus sy berbelanja.. sy complain krn brg tdk sesuai. Udh kirim bukti dan admin membela pelapak. Seperti cerita india admin membela pelapak. Cukup tau aja. Pantas gak berkembang seperti shope dan tokopedia. Pelayanannya terburuk.;-1;0;0;-1;0
umar husen;5;Belanja online harus banyak tanya dulu ke lapaknya. Agar tidak kecewa pembelinya. Respon dari Bukalapak sekarang sudah lebih baik dari sebelumnya..;1;0;0;0;0
GALANG TRI PAMUNGKAS;1;Bukalapak memberi jaminan sosial tenaga kerja yang paling penting adalah memahami bahwa mereka tidak tahu bagaimana cara agar cepat punya momongan yang sehat selalu SWT semoga bermanfaat buat anda semua orang yang tidak tahu bagaimana foto istimewa foto naisa di 😍😍😍;0;0;0;0;1
Muhammad Fatikh;1;transaksi dipersulit. konfirmasi barang diharuskan bukti Foto barang + KTP. Seakan2 dicurigai sebagak transaksi terlarang. Padahal sudah jelas Barang sudah diterima dan Kode unik sudah diinput penjual. Tapi tetap saja uang belum bisa dicairkan.;0;0;0;-1;0
Umi Kulsum;5;Bagus banget bisa bermanfaat meskipun saya masih tidak tahuu cara memakai apk nya;0;0;1;0;0
Rocknroll Veanchanell;1;Bintang satu dulu ...update saldo e money gagal terus padahal pembayaran sudah sukses ..... via (NFC);0;0;0;-1;0
Le Eiq;1;Dalam buka bantuan ada perintah menu batalkan pesanan. Tapi kenyataannya tidak ada menu batalkan pesanan. Kalau pelapak tidak kirim2, pembeli batalkan pesanan, pembeli bisa mencari barang serupa ke palapak lain. Aplikasi bukalapak tidak ada menu chat dengan customer service ya ? Buka bantuan hanya artikel tidak menyelesaikan masalah.;-1;0;0;-1;0
fadillah mursalin;1;Padahal pengguna setia tapi limit gak nambah2 jd kurang gmn gtu.. Perbaiki segala fitur dan pelayanannya agar pengguna puas.. Jgn kalah ama toko sebelah;0;0;0;0;-1
Doni Lahat;5;Ok👍👍👍👍👍, Terim kasih Maju terus Bukalapak Makin sukses. apps nya bagus dan tidak ribet;0;1;0;0;0
Adhi Chandra;4;untuk biaya layanan paylater nya terlalu mahal sih,saya coba beli pulsa 10rb,pembayaran jd 31rb,saya berharap di kuranginlah biaya layanannya;-1;0;0;0;0
aldo madina;1;Tolong untuk bukalapak perbaiki cara kerja kalian. Banyak bikin kapok orang mau jualan. Salah sedikit saja akun maupun bukadompet dibekukan dan kalo mau buka kembali susah banget. Punya aku ada 3 Toko dibekukan semua. Komplain CS bukalapak harus via email. Ngga ada chat CS, bisa ngga sih 24 jam stay melayani custumer via chat. Jangan heran Bukalapak makin kesini makin sunyi. Please sekali lagi perbaiki sistim kalian.;-1;0;0;0;0
erna sujanti;5;Transaksi dibukalapak cepat aplgi kalau beli pulsa token sukses selalu;1;0;0;0;0
Endang Tirtana;5;Sempurnakan lagi dgn customer servis yg lebih fast respon, sudah bagus;1;0;0;0;1
Ronald Harahap;1;Bukalapak paylater nya licik. Biaya layanan selalu ngikut dengan tagihan. Sengaja banget biar biaya layanan duluan dibayar;0;0;0;-1;0
Butong Dara;5;Sangat membantu...dan klo bisa biaya paylaternya jangan kemahalan dong...ampe 20rb min...pake paylater 62rb..biaya layanan nya 20rb...30 % lebih min...ampuun dj;0;0;1;0;0
Bakhtiar Rizal;5;Cukup nyaman digunakan aplikasinya. Lanjutkan. Kembangkan. Jangan sampai rumit seperti kompetitor.;0;0;0;0;1
Tika Cemplon;3;Paylater gk bisa digunakan sepenuhnya, hanya 10% saja dari limit, kan klo terlanjur pake malah rugi di admin bulanannya;0;-1;0;0;0
PEJUANG TOKO KELONTONG;5;Mudah dan murah belanja di buka lapak;0;0;0;1;0
orlandi pisko;5;Bukalapak salah satu pilihan belanja online saya....tapi kenapa Di BL harga barang selalu lebih tinggi di bandingkan online shop yg ada...contoh ada penjual yang sama d beberapa online shop ..tapi kenapa d BL lebih tinggi ya harganya...?;0;0;0;-1;0
Rudi Servistv;5;pelayanan ok banget, harga produk sesuai dengan yang ditawarkan,,,;1;0;0;1;0
Nurochman Nuy;1;Di Live Chat Malah diem aja dimenu Buka Bantuan Saja padahal sudah isi kolom dan sudah mencentang dan klik mulai live chat tapi malah gak nongol nongol Live chatnya,, APA GAK MAU DENGER KELUHAN PELANGGAN APA IYA;-1;0;0;0;0
wahyu prasetyo;5;Memuaskan dan bagus semua jenis barang yg diperlukan ada;0;0;0;1;0
Video Baper;2;Buat kalian semua yang mau pake payleter Bukalapak sebaiknya jangan yah soalnya bunganya hampir 100%. Saya udah nyobain dan saya gaakan pernah ngambil lagi disini.;-1;0;0;0;0
dida wardani;5;perihal barang yg belum keterima masih belum bisa terselesaikan di kira saya,tp alhamdulillah dana kembali dngan utuh;0;0;0;1;0
Anwar Pauji;5;app cakep lapak lapak ya jug pada niat bgt ga kaya onlensop yg laen.. sukses terus bukalapak;1;1;0;0;0
Minarto;5;Selalu terbantu dan mudah belanja OL.;0;0;1;0;0
Smoker Amild;2;Dari 5 star sekarang jadi 4.. Skrg jadi 2..Bukan makin bagus,malah jauh menurun..update terbaru tidak berpengaruh...hapus cache,clear data.sama aja..aplikasi berat dan lama loadingnya. Pdhl nonton streaming HD lancar jaya.;0;-1;0;0;0
Zaenuri Doang;5;Sangat berguna dan membantu, semoga kedepan selalu komitmen untuk apk bukalapak ini;0;0;1;0;0
NuGroho Dwi_Gnam;5;"Mantul untuk smua fitur"" lapaknya , smoga Bukalapak makin solid,..";0;1;0;0;0
Afandi Setiawan;1;pastikan pembelian minta foto real barang kepada pelapak, jangan tertipu oleh foto unreal yg dipampang pada semua pelapak. Terutama produk fashion. Karena apabila barang tidak sesuai atau downgrade maka apabila dikembalikan kerugiannya pembeli akan kena imbasnya;0;0;0;-1;0
chanel acak kadut;1;Kompalin saya gak di tanggapi transaksi selesai tapi barang belum di terima tim supot nya penipu semua kecewa dengan bukalapak apk ajg;-1;0;0;0;0
muhammad ilyas;5;Efektif dan efisien;0;0;0;0;1
Ana Fauziyah;1;Customer service nya lambat, membekukan bukadompet pedagang seenaknya dengan alasan customer yang membeli produk saya membajak kartu kredit orang. Lah mana kita tau customer mau belinya pakai apa. Pedagang mah hanya terima orderan, kirim barang, beres. Malah minta syarat aneh2, suruh kirim KTP driver ojek online yang ngirim barang sedangkan barang sudah dikirim, dan di histori nggak ada keterangan nama driver ojolnya. Sebelum masalah saya selesai saya gak bakal ganti rating nya.;-1;0;0;0;0
Muhammad Alghifarry;5;Lanjutkan......aplikasinya sangat membantu.perbaiki yg dirasa kurang...supaya jd yg terdepan lagi.;0;0;1;0;0
Ucok Heri;5;Bagus, cepat pelayanannya;1;0;0;0;0
Enjat Sudrajat;5;Semua kebutuhan ada.. mantap.. sukses terus;0;0;1;0;0
Joko Giants;5;Bagus,, makin komplit fiturnya, semoga amanah;0;1;0;0;0
AB.Fathul Basir;5;Keren tinggal Tambahkan fitur filter pencarian lokasi atau kota untuk pencarian barang seperti lapak sebelah min., Sejauh ini belum pernah kecewa dgn pelapak dan barang yg diterima dari Bukalapak Foto dan sampel selalu sesuai dgn ekspektasi smoga slalu amanah Bukalapak nya;0;0;0;1;1
neyni story;1;Aplikasinya jelek saya uda hilang tanda x di tengah iklan promo malah gak bisa di hilangkan baru aja instal uda kaya gitu dan katanya pengguna baru promo 80% tapi saya susah pakai karna ditengak promo iklan gak bisa diilangin meski sudah klik x;0;1;0;0;0
HIKAH WAL KAROMAH;5;Orderan sangat cepat di respon sama yg buka lapak;1;0;0;0;0
Asep Suhanda;1;Parah beli barang di cncl kurir prosesnya berlarut2 tlp toko tlp aplikator lempar sana lempar sini ga jelas ngabisin pulsa, pesan pake kurir smdy 4 hari ga dateng2 parah...parah...parah...parah... g jelas yg bikin cstmr jdi kapok... buat blanja di bukalapak;0;0;0;-1;0
hikmat hidayah;5;Alhamdulillah sekarang sudah bisa pake payleter mantaf bukalapak aku kasih bintang penuh smoga lancar terus;0;0;0;0;1
Dimensi Kemanusiaan;5;Sangat nyaman menggunakan bukalapak, penjualan dan pembelian sangat aman dan nyaman;0;0;0;1;0
knopartz channel;1;Di fitur chat live buka bantuan dan form buka bantuan kok sekarang gak ada pilihan nya ya kak, jadi susah dan bingung kalau mau komplin harus lewat mana;0;-1;0;0;-1
Teja Himawan;5;Tepat waktu dan sesuai deskripsi👍;0;0;0;1;0
sofyan hadi;5;Sangat membantu mempermudah pembelian;0;0;1;0;0
zombie is back;1;Paylatternya bukanya gede, dendanya gede, tambah biaya laayanan 20rb tambah boncoss .. barang2 yg dijual juga mahal2,. Rugii buka lapak mending hapus apk , lebih baik shopee atw BB lazada;-1;0;0;-1;0
Arha Phoncell;5;Terbaik dalam segala produk dan pelapak;0;0;0;1;0
Andila.fuuin@yahoo.com Andila;5;Puas se belanja disini dan nyenengin,. Cuma kedepannya pengirimannya sampai mana ditunjukkin ya keberadaanya?? Contoh sampai mana gitu,ujung2 eeee da sampai,. Trima kasih;0;0;0;1;0
Ars Online shop;5;Tampilan interaktif untuk seller kurang user friendly;0;1;0;0;0
Tatok Hariyanto;5;Aplikasi paling baguss gk ribet...tpi knp ya klau pembayaran lewat alfa akun saya pembayaran nya gk sesuai dengan yg saya pesan...;0;1;0;0;-1
NeniJelita Telaumbanua;3;Lumayan lah tapi mau ngajuin paylater susah banget padahal udah berlangganan sampai ngisi saldo beberapa Kali sampe beberapa juta;-1;0;0;0;1
Syahrul Aqsha;5;Pesanan Perta datang lebih awal 3 hari.... Semoga tetap konsisten ...;0;0;0;1;0
hasna adibah;5;Luar biasa sangat membantu, promonya juga byk banget. Bisa dijadikan usaha tambahan juga... Makasih Bukalapak...;0;0;1;0;0
jajat saputra;5;Tidak ada kata lagi OKE...Buka lapak sangat membantu untuk belanja APAPUN terutama untuk barang,komponen elektro yg susah di cari di daerah sy apa lagi kalau ada gratis ongkir pokonya mannnntaaaabb;0;0;1;0;0
Yoyok Inderawan, S.Si.;5;Mudah belanja, jadi belanja terus;0;0;1;0;0
Hik Mat;5;Terima kasih atas layanannya. Barang barangnya sesuai dengan orderan. Semoga makin sukses.;0;0;0;1;0
Zzaini Computer;5;Sangat membantu dan mempertemukan transaksi, best of the best;0;0;1;0;0
Drs. R. Budi Haryanto, M.Pd.;5;Pengiriman produk sesuai dengan pesanan, cuma pada sistem pengiriman yang sulit dilacak dan lama sampainya.;0;-1;0;1;0
Hendra Wahyu Anggara;1;Kenapa pembayaran VA melalui BSI tidak Ada untuk transaksi topup DANA? Padahal sebelumnya ada.;-1;0;0;0;0
Eko Susanto;5;BL semakin moderen dg sistem yg ada saat Ini...;0;1;0;0;0
Jamari Hd;5;Respon cepat, mudah, pengiriman tepat dan oke;1;0;0;1;0
MeyMey ChantikaSuryani;5;Makasih buat pesanan hari ini. Sangat memuaskan barang di terima sesuai dengan pesanan 👍👍👍;0;0;0;1;0
Galih Prawita;5;Selau belanja dan membuat nyaman;0;0;0;0;1
Irsan Ibrahim chanel;5;Aplikasinya bagus untuk beli skill akademi perakerja;0;1;0;0;0
ajid asa;4;menghubungkan bukalapak dengan akun dana susahnya minta ampun..jadinya gagal belanja satu lagi..saya perna salah masukkan kode unik transfer.jadinya ga masuk ke dana..minta bantuan kemana biar transfe masuk ke dana;0;0;0;-1;0
BozQue Channel;1;Pay later pake kredivo,. Gilaaaa barang 50rb sebulan bayar jadi 70rb, biaya telat shari 7rb,... Gilaaaaaa ga kya paylater lain yg bunga nya lebih rendah,. Mending shopee, ato akulaku,.. bukalapak ini pemerasan. Untung cuma coba-coba.,;-1;0;0;0;0
YANTO WARAK;1;Ternyata bohong doang,bagus cuma pemberitahuanya. Beli brng dari bandung trs pilih jasa kurir..bukaexpres reg. Ktnya smpi dlm 3 hari,dan klu tdk smpi dlm wktu 3 hari uang akan kmbali 100%. Nyatanya dri hri kamis siang smpi hri mingg sdh lbih 3 hri tpi tdk ada pmberitahuan. Trs layanan kmplin tdk ada. Uang jg gk bkal kmbali sma skli. Bohong doang!!!. Mending pki tokopedia,telat pngiriman ad pmberithuanya...👎👎;-1;0;0;-1;0
nukie pratama;1;makin sini knpa ya bukalapak makin sepi pengunjung... dlu sya bangga bisa berdagang di bukalapak banyak pembeli, kalah sama orange dan biru hijau.. bukalapak harus berbenah lagi,, kasih bonus banyak ke para pelapak yg recomended.. biar rame lagi;0;0;0;0;-1
Udin Simbrut;5;Sangat membantu untuk berjualan, memudahkan untuk berjualan fitur sangat bagus, trimakasih;0;1;1;0;0
alexandro la;5;BUKALAPAK IS THE BEST pengiriman super cepat Dan barang anti rusak 🌟🌟🌟🌟🌟🌟🌟🌟🌟;0;0;0;1;0
Budi Prasetiya;5;Ok sih, tapi sekarang udah ga pernah dapet voucher gratis ongkir padahal aku belanja terus di sini.;0;0;0;0;1
wong pekok;5;terlalu mbulet loginx, tolong loginx gak usah pakek verifikasi nomer telepon, soalx telepon kami sudah lama mati jadi gak bisa menerima kode verifikasi. apalagi kami jg ganti hape baru, seharusx loginx cukup dengan email ples paswot gtu aja, kalo gini kami jadix gak bisa login ke BL, pdhl disitu ada sisa dana kami yg masih mengendap dan belum sempet kami pindah ke rekening bank,,. tolong solusix terkait dana tersebut agar tdk musnah begitu saja..;0;0;0;0;-1
nico fredrerick pattinama;5;selalu dihati, belanja barang mantap kualitasnya;0;0;0;1;0
hanipah has;5;Terimakasih barang sdh saya terima.. Kurir ramah, barang baik sesuai pesanan;0;0;0;1;0
BONI FASIUS WARUWU;5;saya unistal, karna sudah berapa kali saya ajukan paylater tapi selalu ditolak, saya juga pengguna lama bukalapak dan kebijakannya menurut saya kurang adil;0;0;0;0;-1
I K I B R A Y;5;Aplikasi yang sangat2 membantu, semakin sukses bukalapak..;0;0;1;0;0
Pengagum Senja;3;Saya pengguna BL lumayan sering transaksi, tapi kenapa untuk riwayat status pengiriman updatenya selalu telat mulu, saya kira pelapak belum mengirimkan, ternyata dari sore sudah di pickup, telat pisan update status pengiriman pesanannya, 1lagi tolong tambahan fitur bukti gambar/foto saat barang sampai ditujuan atau barang/pesanan sudah diterima.;0;-1;0;0;0
Febry Anto;5;Mantap banyak promonya;0;0;0;0;1
Sello Onsevents;1;Gak jelas,komplain gak ada penyelesaian, cuma dijanjikan akan menyelesaikan,,akun buka dompet dibekukan tp dana buat byr pesanan dimasukin ke buka dompet,aneh... Makin gak jelas,, minta foto buku rekening padahal gak daftarin rekening BANK ke akun bukalapak,,,;-1;0;0;0;0
harlina arifah;4;Tampilan paling ga ribet dan user friendly, tapi tiap pelanggan mau ngklaim complain agak sulit sistemnya;-1;1;0;0;0
Wanda Muhammad Iqbal;5;Kalo dipikir2 ini adalah aplikasi toko online paling simpel dan ringan saat ini;0;1;0;0;0
Bam Hendrian;5;Makin kesini sistem nya makin berat aja,banyak sisrem yg gak guna,buka apk bl kya buka game berat aja,isi yg gak guna harap buang aja,dan sistem yg dulu sebelumnya lebih bagus,masuk buka bantuan ribetnya minta ampun..;-1;-1;0;0;0
Bujer Kusdi;5;Aplikasinya bagus,cuma ada aja toko yg kurang melaksanakan amanah.mentang2 belanjanya sedimit ngirimnya lama;0;1;0;-1;0
Memet Apser;1;Tolong donk untuk penjual nakal dirapihkan..sy pesan LCD seharga 350rb di toko KING ACC awal nya sy menanyakan untuk stock nya penjual bilang ready..awal sebelum order chat dengan penjual selalu dibls..setelah transaksi penjual bilang stock kosong..dan disitu tidak ada tulisan pembatalan..akhir ya sy chat penjual agar membantu pembatalan..berkali² sy chat selalu diabaikan sampai saat ini..sampai sy mengemis² agar diajukan pembatalan dan uang sy bisa kembali..tp tetap diabaikan;-1;0;0;-1;0
Sus Miatan;5;Pelatihan yg sangat bagus dan mudah di pahami;0;0;1;0;0
rusman kosasih;5;Sejauh ini, amat menyenangkan belanja di Bukalapak. Kualitas produknya bagus. Harga bersaing. Klo ada hambatan, segera di support oleh CS nya 👍👍👍😍;1;0;0;1;0
Abdul Ghani;5;Aman dan nyaman buat belanja online;0;0;0;1;0
Patoni Toni;4;Sangat nyaman untuk berbelanja online 👍🙏;0;0;0;1;0
Ngirfan Kharis;5;Bagus dan good pokoknya...tempat belanja online faforitku ...rekomended deh;0;0;0;0;1
Abu Julaibib;5;Masih tetap keren walaupun udah cukup lama nangkring di marketplace;0;0;0;0;1
Agung Laksono;1;BUKA LAPAK jual online yang kurang nyaman, ga bisa mengembalikan barang, menyesal pakai Bukalapak;0;0;0;-1;-1
Farel Ferdiansyah Ferdiansyah;5;Aplikasi gk bisa buat pay later payahhbhhh;0;-1;0;0;0
Idhi Waluyo;5;Gratis ongkir palsu Diskon ongkir palsu Kurir recomedasinya jauh lbih mhl dri yg lain didiskon harga jdi sama dgn kurir lain Toped gratisssssss...tiss bos ganti bintang 5 bos maap kmaren lgi eror;0;0;0;-1;0
muhammad mubarak;2;ongkirx kemahalan....mending pakai tokopedia dan shopee....murah banget ongkirx....sy mau uninstal deh....;0;0;0;-1;0
Bambang Husein;5;semoga terus bagus dalam pelayanannya, dan bermanfaat bagi yang menggunakan Aplikasi ini.... Bravo bukalapak;1;0;1;0;0
Wielopo Johanes;5;mudah, simpel, aman,ga repot ,dan berkwalitas..selama ini lancar dan cukup puas;0;0;1;0;1
Suko Retnanto;5;👍👍👍 Belum pernah dikecewakan, respon komplain jg cepat...;1;0;0;0;0
R10 Rten;5;Sejauh ini lancar dan aman,sukses ya untuk Bukalapak,pertahankan dan tingkatkan;0;0;0;0;1
miravioricell miravioricell;1;Setiap buka aplikasi atau menu tertentu selalu muncul pop up iklan yang sangat mengganggu!!!!!!!!!!;0;0;0;0;-1
gallery win;2;Kenapa foto produk saya tiba² hilang, jumlah 418 produk tapi hanya tinggal 12 saja. Saya sudah komplen ke bukabantuan tapi tidak ada respon dan tanggapan.apa memang sudah tidak ada karyawan'nya. BL semakin kesini semakin tidak jelas;-1;-1;0;0;-1
Lukman Jihat Sukoco;5;Belanja lancar, blm pernah refund, kurir cepat, tidak ribet, barang bervariasi...👍👍;0;0;0;1;0
Annisa Arifah;1;Paling mengecewakan, dari sellernya kemudian fiturnya untuk live chat saja susah betul, ditambah cs nya yang duh tidak bisa melayani pngguna dengan baik. Masalah yang dihadapi tidak bisa diselesaikan oleh cs nya. Dah banyak rating buruk bukannya perbaikan tp masih sama. Pantes orang pada lari ke aplikasi sebelah;-1;-1;0;0;0
Hariadi Budi;5;Packing aman, Delivery cepat, barang sesuai order, rekomended banget;0;0;0;1;0
Leonardo Damar;5;sedikit mengecewakan sih, karena adanya ketidakmsesuaian;0;0;0;-1;0
chorotoy ngongoloy;5;selalu memberikan pelayanan yang memuaskan dan baik pelayanan nya;1;0;0;0;0
budi rmt;5;Bapak dan ibu Admin kalo bisa tulisan saldo yg tertera diatas tidak terganggu oleh pop up iklan paylater atau yg lain Bila selalu real-time saldonya jadi cepat memutuskan dalam bertransaksi;0;0;0;0;-1
Ck2 Sembilan;1;Baru pertama pake Bukalapak udah di buat kecewa. Live chat tidak ada, saya mau tanya ke siapa kalo mau komplain gini.;0;-1;0;0;0
